"","year","quarter","industry1","industry2","industry3","total_employment","employment_change","job_vacancy_rate","recruitment_rate","resignation_rate","retrench_rate","emp_ch_rate","Year"
"572",2014,4,"services","transportation and storage","air transport and supporting services",32100,400,3.5,0.9,0.8,10,1.24610591900312,"2014 Q4"
"573",2014,4,"services","professional services","architectural and engineering services",64500,-300,1.7,1.7,1.3,210,-0.465116279069767,"2014 Q4"
"574",2014,4,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",56000,1000,5.3,2.2,1.7,10,1.78571428571429,"2014 Q4"
"575",2014,4,"services","administrative and support services","cleaning and landscaping",59200,1800,4,5.4,4.5,0,3.04054054054054,"2014 Q4"
"576",2014,4,"construction","construction","construction",494000,1500,1.2,2.4,1.6,800,0.303643724696356,"2014 Q4"
"577",2014,4,"manufacturing","manufacturing","electronic, computer and optical products",87400,0,2,1.4,1.1,670,0,"2014 Q4"
"578",2014,4,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",114800,-500,1.9,1.4,1.3,260,-0.435540069686411,"2014 Q4"
"579",2014,4,"services","financial and insurance services","financial services",142800,1000,2.6,1.8,1.1,360,0.700280112044818,"2014 Q4"
"580",2014,4,"services","accommodation and food services","food and beverage services",204400,6800,5.2,5.2,3.9,50,3.32681017612524,"2014 Q4"
"581",2014,4,"manufacturing","manufacturing","food, beverages and tobacco",43700,500,3.1,3.2,2.3,70,1.1441647597254,"2014 Q4"
"582",2014,4,"services","education, health and social services","health and social services",133300,2500,4.5,1.8,1,20,1.8754688672168,"2014 Q4"
"583",2014,4,"services","financial and insurance services","insurance services",33700,600,2.6,2.1,1.7,0,1.78041543026706,"2014 Q4"
"584",2014,4,"services","information and communications","it and other information services",82600,1300,4.4,2.6,1.8,90,1.57384987893462,"2014 Q4"
"585",2014,4,"services","transportation and storage","land transport and supporting services",91100,800,2.8,1.7,1.2,0,0.878155872667398,"2014 Q4"
"586",2014,4,"services","professional services","legal, accounting and management services",110500,1400,3.6,2.2,1.9,210,1.26696832579186,"2014 Q4"
"587",2014,4,"services","administrative and support services","other administrative and support services",110700,2700,3.4,4.7,2.9,30,2.4390243902439,"2014 Q4"
"588",2014,4,"services","art, entertainment, recreation and other services","other community, social and personal services",326500,3300,3.2,2.2,2.1,10,1.01071975497703,"2014 Q4"
"589",2014,4,"manufacturing","manufacturing","other manufacturing industries",63500,300,1.6,1.6,1.4,80,0.47244094488189,"2014 Q4"
"590",2014,4,"services","professional services","other professional services",56700,1400,3.9,2.1,1.7,50,2.46913580246914,"2014 Q4"
"591",2014,4,"services","transportation and storage","other transportation and storage services",67700,400,2.8,2.3,2,70,0.590841949778434,"2014 Q4"
"592",2014,4,"manufacturing","manufacturing","paper / rubber / plastic products and printing",36900,-500,2,1.3,1.5,50,-1.3550135501355,"2014 Q4"
"593",2014,4,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",61500,-1000,1.7,1.3,0.8,30,-1.6260162601626,"2014 Q4"
"594",2014,4,"services","education, health and social services","public administration and education",234300,2700,3.4,0.9,0.5,0,1.15236875800256,"2014 Q4"
"595",2014,4,"services","wholesale and retail trade","retail trade",177100,6800,4.5,5.1,3.2,240,3.83963862224732,"2014 Q4"
"596",2014,4,"services","administrative and support services","security and investigation",40500,400,4.9,4.5,3.3,10,0.987654320987654,"2014 Q4"
"597",2014,4,"services","information and communications","telecommunications, broadcasting and publishing",40900,300,2.4,2.5,1.3,90,0.733496332518337,"2014 Q4"
"598",2014,4,"manufacturing","manufacturing","transport equipment",128100,-200,1.6,1.3,1.1,20,-0.156128024980484,"2014 Q4"
"599",2014,4,"services","transportation and storage","water transport and supporting services",48100,600,1.5,1.5,1.1,30,1.24740124740125,"2014 Q4"
"600",2014,4,"services","wholesale and retail trade","wholesale trade",322500,4700,2.3,2.1,1.3,460,1.45736434108527,"2014 Q4"
"601",2015,1,"services","accommodation and food services","accommodation",35400,-900,7.5,3.2,2.8,0,-2.54237288135593,"2015 Q1"
"602",2015,1,"services","transportation and storage","air transport and supporting services",31900,-200,3.8,1.3,1.1,0,-0.626959247648903,"2015 Q1"
"603",2015,1,"services","professional services","architectural and engineering services",63900,-500,1.6,1.5,1.5,230,-0.782472613458529,"2015 Q1"
"604",2015,1,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",55700,-300,5.9,3.3,2.3,0,-0.538599640933573,"2015 Q1"
"605",2015,1,"services","administrative and support services","cleaning and landscaping",63600,4400,4,4.9,4.4,30,6.91823899371069,"2015 Q1"
"606",2015,1,"construction","construction","construction",491800,-2100,1,2.3,1.8,610,-0.427002846685645,"2015 Q1"
"607",2015,1,"manufacturing","manufacturing","electronic, computer and optical products",85900,-1500,3,1.5,1.6,220,-1.74621653084983,"2015 Q1"
"608",2015,1,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",114300,-500,1.7,1.3,1.7,280,-0.437445319335083,"2015 Q1"
"609",2015,1,"services","financial and insurance services","financial services",143300,500,2.8,1.7,1,430,0.348918353105373,"2015 Q1"
"610",2015,1,"services","accommodation and food services","food and beverage services",204400,-100,5.3,4.2,4.2,70,-0.0489236790606654,"2015 Q1"
"611",2015,1,"manufacturing","manufacturing","food, beverages and tobacco",44300,600,2.4,2.6,2.6,0,1.35440180586907,"2015 Q1"
"612",2015,1,"services","education, health and social services","health and social services",137200,4000,4.8,2.1,1.3,30,2.91545189504373,"2015 Q1"
"613",2015,1,"services","financial and insurance services","insurance services",33500,-200,2.1,2,1.4,0,-0.597014925373134,"2015 Q1"
"614",2015,1,"services","information and communications","it and other information services",82900,300,4.3,2.7,1.7,120,0.361881785283474,"2015 Q1"
"615",2015,1,"services","transportation and storage","land transport and supporting services",92100,1000,2.6,1.9,1.3,0,1.085776330076,"2015 Q1"
"616",2015,1,"services","professional services","legal, accounting and management services",111100,600,5,2.3,1.7,190,0.54005400540054,"2015 Q1"
"617",2015,1,"services","administrative and support services","other administrative and support services",111600,900,3,4,2.8,90,0.806451612903226,"2015 Q1"
"618",2015,1,"services","art, entertainment, recreation and other services","other community, social and personal services",328900,2400,3.3,2.4,2.1,50,0.729705077531165,"2015 Q1"
"619",2015,1,"manufacturing","manufacturing","other manufacturing industries",63400,-100,2.1,1.9,1.9,40,-0.157728706624606,"2015 Q1"
"620",2015,1,"services","professional services","other professional services",56400,-300,4.2,2.4,2,40,-0.531914893617021,"2015 Q1"
"621",2015,1,"services","transportation and storage","other transportation and storage services",67800,100,3.1,2.6,2.4,70,0.147492625368732,"2015 Q1"
"622",2015,1,"manufacturing","manufacturing","paper / rubber / plastic products and printing",35500,-1400,2,1.6,1.6,330,-3.94366197183099,"2015 Q1"
"623",2015,1,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",58700,-2800,2,1.2,0.9,40,-4.77001703577513,"2015 Q1"
"624",2015,1,"services","education, health and social services","public administration and education",236300,2000,3.4,1.4,0.7,0,0.846381718154888,"2015 Q1"
"625",2015,1,"services","wholesale and retail trade","retail trade",172100,-5100,3.9,3.9,4.2,10,-2.96339337594422,"2015 Q1"
"626",2015,1,"services","administrative and support services","security and investigation",40800,300,5.9,4.5,3.4,0,0.735294117647059,"2015 Q1"
"627",2015,1,"services","information and communications","telecommunications, broadcasting and publishing",41000,100,2,2,1.5,50,0.24390243902439,"2015 Q1"
"628",2015,1,"manufacturing","manufacturing","transport equipment",127600,-500,1.1,1.4,1.3,40,-0.391849529780564,"2015 Q1"
"629",2015,1,"services","transportation and storage","water transport and supporting services",47400,-700,1.9,2.2,1,40,-1.47679324894515,"2015 Q1"
"630",2015,1,"services","wholesale and retail trade","wholesale trade",321100,-1400,2.6,1.9,1.5,480,-0.436001245717845,"2015 Q1"
"631",2015,2,"services","accommodation and food services","accommodation",34600,-800,7.5,3.6,3.6,10,-2.3121387283237,"2015 Q2"
"632",2015,2,"services","transportation and storage","air transport and supporting services",32100,200,3,1.7,1,10,0.623052959501558,"2015 Q2"
"633",2015,2,"services","professional services","architectural and engineering services",63500,-400,1.6,2.1,1.8,210,-0.62992125984252,"2015 Q2"
"634",2015,2,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",55500,-200,4.2,2.5,2.2,0,-0.36036036036036,"2015 Q2"
"635",2015,2,"services","administrative and support services","cleaning and landscaping",64600,1000,3.9,5.9,4.5,0,1.54798761609907,"2015 Q2"
"636",2015,2,"construction","construction","construction",496400,4600,1.1,2.7,2.1,230,0.926672038678485,"2015 Q2"
"637",2015,2,"manufacturing","manufacturing","electronic, computer and optical products",86600,700,2.4,2.1,1.6,120,0.808314087759815,"2015 Q2"
"638",2015,2,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",113100,-1200,1.4,1.6,1.8,310,-1.06100795755968,"2015 Q2"
"639",2015,2,"services","financial and insurance services","financial services",143600,300,3.1,2.2,1.4,400,0.20891364902507,"2015 Q2"
"640",2015,2,"services","accommodation and food services","food and beverage services",205100,700,4.8,5,4.8,40,0.341296928327645,"2015 Q2"
"641",2015,2,"manufacturing","manufacturing","food, beverages and tobacco",44500,200,2.3,3.5,3.2,20,0.449438202247191,"2015 Q2"
"642",2015,2,"services","education, health and social services","health and social services",140500,3300,4.5,2.3,1.3,20,2.34875444839858,"2015 Q2"
"643",2015,2,"services","financial and insurance services","insurance services",33800,300,2.6,2.6,1.9,0,0.887573964497041,"2015 Q2"
"644",2015,2,"services","information and communications","it and other information services",84000,1100,5.3,2.9,2,50,1.30952380952381,"2015 Q2"
"645",2015,2,"services","transportation and storage","land transport and supporting services",92800,700,2.9,2.4,1.4,60,0.754310344827586,"2015 Q2"
"646",2015,2,"services","professional services","legal, accounting and management services",111400,300,4,2.6,2,320,0.269299820466786,"2015 Q2"
"647",2015,2,"services","administrative and support services","other administrative and support services",114000,2400,3.5,5,3.4,70,2.10526315789474,"2015 Q2"
"648",2015,2,"services","art, entertainment, recreation and other services","other community, social and personal services",331400,2500,3.2,2.5,2.1,10,0.754375377187689,"2015 Q2"
"649",2015,2,"manufacturing","manufacturing","other manufacturing industries",63400,0,1.9,2.2,1.7,60,0,"2015 Q2"
"650",2015,2,"services","professional services","other professional services",56500,100,4,2.4,2.2,30,0.176991150442478,"2015 Q2"
"651",2015,2,"services","transportation and storage","other transportation and storage services",68100,300,2.9,2.6,2.4,30,0.440528634361234,"2015 Q2"
"652",2015,2,"manufacturing","manufacturing","paper / rubber / plastic products and printing",35100,-400,1.9,2.2,2.2,60,-1.13960113960114,"2015 Q2"
"653",2015,2,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",58000,-700,2.3,1.6,1.1,50,-1.20689655172414,"2015 Q2"
"654",2015,2,"services","education, health and social services","public administration and education",237000,700,4.2,1,0.7,20,0.29535864978903,"2015 Q2"
"655",2015,2,"services","wholesale and retail trade","retail trade",167400,-4700,5,4.2,3.7,10,-2.80764635603345,"2015 Q2"
"656",2015,2,"services","administrative and support services","security and investigation",42500,1700,5.4,4.5,3.4,70,4,"2015 Q2"
"657",2015,2,"services","information and communications","telecommunications, broadcasting and publishing",41200,200,2,2.1,1.7,130,0.485436893203883,"2015 Q2"
"658",2015,2,"manufacturing","manufacturing","transport equipment",124400,-3200,0.9,1.1,1.5,260,-2.57234726688103,"2015 Q2"
"659",2015,2,"services","transportation and storage","water transport and supporting services",47600,200,1.2,1.7,1.1,40,0.420168067226891,"2015 Q2"
"660",2015,2,"services","wholesale and retail trade","wholesale trade",321500,400,2.5,2.2,2,530,0.124416796267496,"2015 Q2"
"661",2015,3,"services","accommodation and food services","accommodation",35900,1300,7.4,4.1,3.2,0,3.62116991643454,"2015 Q3"
"662",2015,3,"services","transportation and storage","air transport and supporting services",32500,400,2.7,1.9,1.2,90,1.23076923076923,"2015 Q3"
"663",2015,3,"services","professional services","architectural and engineering services",63400,-100,1.9,1.9,1.6,210,-0.157728706624606,"2015 Q3"
"664",2015,3,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",56000,500,4.3,2.7,2.4,10,0.892857142857143,"2015 Q3"
"665",2015,3,"services","administrative and support services","cleaning and landscaping",64900,300,3,4.7,3.7,10,0.462249614791988,"2015 Q3"
"666",2015,3,"construction","construction","construction",499900,3500,1,2.5,1.7,430,0.700140028005601,"2015 Q3"
"667",2015,3,"manufacturing","manufacturing","electronic, computer and optical products",86400,-200,1.7,1.5,1.3,200,-0.231481481481481,"2015 Q3"
"668",2015,3,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",111700,-1400,1.3,1.7,1.6,420,-1.25335720680394,"2015 Q3"
"669",2015,3,"services","financial and insurance services","financial services",145200,1600,2.5,2.4,1.5,430,1.10192837465565,"2015 Q3"
