"","industry","occupation","jobtitle","company","jobspec","careerlevel","salary","qualifications","jobtype","experience","joblink"
"164","Financial And Insurance Services","Sales Manager","Sales And Marketing Manager","Novena Surgery Pte Ltd","Financial And Insurance Services","Manager","SGD 3,000 , SGD 4,000","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/sales-and-marketing-manager-8966427?jobId=jobstreet-sg-job-8966427&sectionRank=2&token=0~761cd2fc-e401-484e-98fc-8a370c905d7f&fr=SRP%20Job%20Listing"
"165","Financial And Insurance Services","Sales Manager","Retail Sales Manager","Aureus Group Pte Ltd","Financial And Insurance Services","Manager","SGD 3,500 , SGD 4,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/retail-sales-manager-8982849?jobId=jobstreet-sg-job-8982849&sectionRank=8&token=0~761cd2fc-e401-484e-98fc-8a370c905d7f&fr=SRP%20Job%20Listing"
"166","Financial And Insurance Services","Sales Manager","Sales And Operations Manager","Oriental Remedies Incorporated (Private Limited)","Financial And Insurance Services","Manager","SGD 4,800 , SGD 5,500","Not Specified","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/sales-and-operations-manager-8980804?jobId=jobstreet-sg-job-8980804&sectionRank=11&token=0~761cd2fc-e401-484e-98fc-8a370c905d7f&fr=SRP%20Job%20Listing"
"167","Financial And Insurance Services","Sales Manager","Technical Sales Supervisor (Waterproofing)","Company Confidential","Financial And Insurance Services","Junior Executive","SGD 2,500 , SGD 3,000","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/technical-sales-supervisor-waterproofing-8901474?jobId=jobstreet-sg-job-8901474&sectionRank=14&token=0~761cd2fc-e401-484e-98fc-8a370c905d7f&fr=SRP%20Job%20Listing"
"168","Financial And Insurance Services","Sales Manager","Regional Product Marketing Executive - Endosurgical","Fujifilm Asia Pacific Pte. Ltd.","Financial And Insurance Services","Junior Executive","SGD 3,800 , SGD 4,500","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/regional-product-marketing-executive-endosurgical-8947004?jobId=jobstreet-sg-job-8947004&sectionRank=20&token=0~761cd2fc-e401-484e-98fc-8a370c905d7f&fr=SRP%20Job%20Listing"
"169","Financial And Insurance Services","Sales Manager","Services Sales Engineer","Mencast Offshore & Marine Pte Ltd","Financial And Insurance Services","Senior Executive","SGD 3,800 , SGD 4,500","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/services-sales-engineer-8987909?jobId=jobstreet-sg-job-8987909&sectionRank=27&token=0~761cd2fc-e401-484e-98fc-8a370c905d7f&fr=SRP%20Job%20Listing"
"170","Financial And Insurance Services","Sales Manager","Group Business Development Director","Sing-Ed Global Schoolhouse Pte. Ltd.","Financial And Insurance Services","Senior Manager","SGD 15,000 , SGD 25,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree","Full-Time","10 years","https://www.jobstreet.com.sg//en/job/group-business-development-director-8972093?jobId=jobstreet-sg-job-8972093&sectionRank=46&token=0~c0752a8d-63f1-4056-b248-89708c9c8f19&fr=SRP%20Job%20Listing"
"171","Financial And Insurance Services","Sales Manager","Sales Manager","Whale Cloud Singapore Pte Ltd","Financial And Insurance Services","Manager","SGD 6,500 , SGD 8,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/sales-manager-8855409?jobId=jobstreet-sg-job-8855409&sectionRank=60&token=0~c0752a8d-63f1-4056-b248-89708c9c8f19&fr=SRP%20Job%20Listing"
"172","Financial And Insurance Services","Sales Manager","Relationship Manager (Investments)","Company Confidential","Financial And Insurance Services","Manager","SGD 5,000 , SGD 10,000","Diploma, Advanced/Higher/Graduate Diploma, Master's Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/relationship-manager-investments-8991834?jobId=jobstreet-sg-job-8991834&sectionRank=67&token=0~8fe38e8b-356f-441e-a5e3-06e08605d799&fr=SRP%20Job%20Listing"
"173","Financial And Insurance Services","Sales Manager","Business Development Executive, Lifestyle","G&M Pte Ltd","Financial And Insurance Services","Junior Executive","SGD 3,000 , SGD 3,700","Diploma, Advanced/Higher/Graduate Diploma","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/business-development-executive-lifestyle-8890182?jobId=jobstreet-sg-job-8890182&sectionRank=68&token=0~8fe38e8b-356f-441e-a5e3-06e08605d799&fr=SRP%20Job%20Listing"
"174","Financial And Insurance Services","Sales Manager","Leasing Cum Project Manager (Retail Outlets, Negotiation With Landlords)","Sky Wise Investment Pte. Ltd.","Financial And Insurance Services","Manager","SGD 4,500 , SGD 6,500","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/leasing-cum-project-manager-retail-outlets-negotiation-with-landlords-8978032?jobId=jobstreet-sg-job-8978032&sectionRank=70&token=0~8fe38e8b-356f-441e-a5e3-06e08605d799&fr=SRP%20Job%20Listing"
"175","Financial And Insurance Services","Managing Director/Chief Executive Officer","Group Business Development Director","Sing-Ed Global Schoolhouse Pte. Ltd.","Financial And Insurance Services","Senior Manager","SGD 15,000 , SGD 25,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree","Full-Time","10 years","https://www.jobstreet.com.sg//en/job/group-business-development-director-8972093?jobId=jobstreet-sg-job-8972093&sectionRank=2&token=0~9c280e13-df12-4322-893e-a999279bee2f&fr=SRP%20Job%20Listing"
"176","Financial And Insurance Services","Insurance Services Manager","Financial Services Manager","Pathwise Advisory Group","Financial And Insurance Services","Manager","SGD 6,400 , SGD 8,000","Higher Secondary/Pre-U/'A' Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/financial-services-manager-8963504?jobId=jobstreet-sg-job-8963504&sectionRank=2&token=0~8a6146b5-6d72-4c8f-a884-4eefe0972c69&fr=SRP%20Job%20Listing"
"177","Financial And Insurance Services","Insurance Services Manager","Financial Services Manager","Pathwise Advisory Group","Financial And Insurance Services","Manager","SGD 6,400 , SGD 8,000","Higher Secondary/Pre-U/'A' Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/financial-services-manager-8912188?jobId=jobstreet-sg-job-8912188&sectionRank=4&token=0~8a6146b5-6d72-4c8f-a884-4eefe0972c69&fr=SRP%20Job%20Listing"
"178","Financial And Insurance Services","Ict Service Manager","Sales And Operations Manager","Oriental Remedies Incorporated (Private Limited)","Financial And Insurance Services","Manager","SGD 4,800 , SGD 5,500","Not Specified","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/sales-and-operations-manager-8980804?jobId=jobstreet-sg-job-8980804&sectionRank=62&token=0~ddd1e07e-72e9-445e-b283-d60a48fc8ad3&fr=SRP%20Job%20Listing"
"179","Financial And Insurance Services","Human Resource Manager","Sales And Operations Manager","Oriental Remedies Incorporated (Private Limited)","Financial And Insurance Services","Manager","SGD 4,800 , SGD 5,500","Not Specified","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/sales-and-operations-manager-8980804?jobId=jobstreet-sg-job-8980804&sectionRank=75&token=0~1a384527-b3e2-460d-a7f9-00d419b831bd&fr=SRP%20Job%20Listing"
"180","Financial And Insurance Services","Financial Services Manager","Financial Services Manager","Pathwise Advisory Group","Financial And Insurance Services","Manager","SGD 6,400 , SGD 8,000","Higher Secondary/Pre-U/'A' Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/financial-services-manager-8963504?jobId=jobstreet-sg-job-8963504&sectionRank=1&token=0~ce1c92ec-b823-4259-8207-5de21e7489ee&fr=SRP%20Job%20Listing"
"181","Financial And Insurance Services","Financial Services Manager","Financial Services Manager","Pathwise Advisory Group","Financial And Insurance Services","Manager","SGD 6,400 , SGD 8,000","Higher Secondary/Pre-U/'A' Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/financial-services-manager-8912188?jobId=jobstreet-sg-job-8912188&sectionRank=15&token=0~ce1c92ec-b823-4259-8207-5de21e7489ee&fr=SRP%20Job%20Listing"
"182","Financial And Insurance Services","Financial Services Manager","Leasing Cum Project Manager (Retail Outlets, Negotiation With Landlords)","Sky Wise Investment Pte. Ltd.","Financial And Insurance Services","Manager","SGD 4,500 , SGD 6,500","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/leasing-cum-project-manager-retail-outlets-negotiation-with-landlords-8978032?jobId=jobstreet-sg-job-8978032&sectionRank=60&token=0~c330a575-5cab-44de-a9be-b6729d6d37ff&fr=SRP%20Job%20Listing"
"183","Financial And Insurance Services","Customer Service Manager","Sales And Operations Manager","Oriental Remedies Incorporated (Private Limited)","Financial And Insurance Services","Manager","SGD 4,800 , SGD 5,500","Not Specified","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/sales-and-operations-manager-8980804?jobId=jobstreet-sg-job-8980804&sectionRank=36&token=0~32e9b11c-5fb2-4391-9d67-b534d068ddeb&fr=SRP%20Job%20Listing"
"184","Financial And Insurance Services","Business Development Manager","Sales And Marketing Manager","Novena Surgery Pte Ltd","Financial And Insurance Services","Manager","SGD 3,000 , SGD 4,000","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/sales-and-marketing-manager-8966427?jobId=jobstreet-sg-job-8966427&sectionRank=12&token=0~c51ab3e3-3e65-4908-8a6b-62cfe1891fc9&fr=SRP%20Job%20Listing"
"185","Financial And Insurance Services","Business Development Manager","Group Business Development Director","Sing-Ed Global Schoolhouse Pte. Ltd.","Financial And Insurance Services","Senior Manager","SGD 15,000 , SGD 25,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree","Full-Time","10 years","https://www.jobstreet.com.sg//en/job/group-business-development-director-8972093?jobId=jobstreet-sg-job-8972093&sectionRank=22&token=0~c51ab3e3-3e65-4908-8a6b-62cfe1891fc9&fr=SRP%20Job%20Listing"
"186","Financial And Insurance Services","Business Development Manager","Leasing Cum Project Manager (Retail Outlets, Negotiation With Landlords)","Sky Wise Investment Pte. Ltd.","Financial And Insurance Services","Manager","SGD 4,500 , SGD 6,500","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/leasing-cum-project-manager-retail-outlets-negotiation-with-landlords-8978032?jobId=jobstreet-sg-job-8978032&sectionRank=28&token=0~c51ab3e3-3e65-4908-8a6b-62cfe1891fc9&fr=SRP%20Job%20Listing"
"187","Financial And Insurance Services","Business Development Manager","Business Development Executive, Lifestyle","G&M Pte Ltd","Financial And Insurance Services","Junior Executive","SGD 3,000 , SGD 3,700","Diploma, Advanced/Higher/Graduate Diploma","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/business-development-executive-lifestyle-8890182?jobId=jobstreet-sg-job-8890182&sectionRank=29&token=0~c51ab3e3-3e65-4908-8a6b-62cfe1891fc9&fr=SRP%20Job%20Listing"
"188","Financial And Insurance Services","Business Development Manager","Relationship Manager (Investments)","Company Confidential","Financial And Insurance Services","Manager","SGD 5,000 , SGD 10,000","Diploma, Advanced/Higher/Graduate Diploma, Master's Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/relationship-manager-investments-8991834?jobId=jobstreet-sg-job-8991834&sectionRank=36&token=0~02496e65-8967-430d-82a0-ce5d318886e5&fr=SRP%20Job%20Listing"
"189","Financial And Insurance Services","Business Development Manager","Sales Manager","Whale Cloud Singapore Pte Ltd","Financial And Insurance Services","Manager","SGD 6,500 , SGD 8,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/sales-manager-8855409?jobId=jobstreet-sg-job-8855409&sectionRank=100&token=0~96b47999-6537-41bd-a3b0-014ceee76c26&fr=SRP%20Job%20Listing"
"190","Information And Communications","Software And Applications Manager","Mobile Developer (Android)","Ef Software Pte. Ltd.","Information And Communications","Senior Executive","SGD 4,500 , SGD 6,500","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","4 years","https://www.jobstreet.com.sg//en/job/mobile-developer-android-8965049?jobId=jobstreet-sg-job-8965049&sectionRank=1&token=0~48574e35-7d8d-4b3a-9721-98704a9b9708&fr=SRP%20Job%20Listing"
"191","Information And Communications","Software And Applications Manager","Business Advisor / Business Development Executive","Sme [Email Protected] ([Email Protected] Pte. Ltd.)","Information And Communications","Junior Executive","SGD 3,200 , SGD 3,500","Higher Secondary/Pre-U/'A' Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/business-advisor-business-development-executive-8960560?jobId=jobstreet-sg-job-8960560&sectionRank=7&token=0~48574e35-7d8d-4b3a-9721-98704a9b9708&fr=SRP%20Job%20Listing"
"192","Information And Communications","Software And Applications Manager","International Sales Operations Executive","Global Brand Partners Pte. Ltd.","Information And Communications","Junior Executive","SGD 3,500 , SGD 4,200","Diploma, Advanced/Higher/Graduate Diploma","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/international-sales-operations-executive-8981822?jobId=jobstreet-sg-job-8981822&sectionRank=10&token=0~48574e35-7d8d-4b3a-9721-98704a9b9708&fr=SRP%20Job%20Listing"
"193","Information And Communications","Software And Applications Manager","Deputy Director, Information System Technology","Cordlife Group Limited","Information And Communications","Senior Manager","SGD 7,500 , SGD 9,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/deputy-director-information-system-technology-8964832?jobId=jobstreet-sg-job-8964832&sectionRank=12&token=0~48574e35-7d8d-4b3a-9721-98704a9b9708&fr=SRP%20Job%20Listing"
"194","Information And Communications","Software And Applications Manager","Cim - Information Integration Senior Engineer","Vanguard International Semiconductor Singapore Pte. Ltd.","Information And Communications","Senior Executive","SGD 4,000 , SGD 7,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/cim-information-integration-senior-engineer-8963861?jobId=jobstreet-sg-job-8963861&sectionRank=38&token=0~4c2cc0ea-0c69-44b0-bdd2-9a43ed484938&fr=SRP%20Job%20Listing"
